TALLER;VIN;COLOR;"FECHA PLANIFICADA";"FECHA DE INGRESO A FLUJO";"DÍAS TRANSCURRIDOS AL 20-05-2026";MODELO;MARCA;PROCESO;ESTADO;CONCESIONARIO;OBSERVACIONES
"VARI OVALO";LVTDB11B6VH502908;BLANCO;2026-05-22;2026-05-15;6;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH MAYO 28.03|"
"VARI OVALO";LVTDB11B9VH502885;BLANCO;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"SUR MOTORS S.A. ";"VENTA SUR MOTORS IV G1 02.04|"
"VARI OVALO";LVTDB11BXVH501714;AZUL;2026-05-15;2026-05-11;10;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"Altos Andes S.A.C. ";"VENTA HS TALLERES 19.03|"
"VARI OVALO";LVTDB21B0VDA04803;"AZUL OSCURO";2026-05-23;2026-05-16;5;"S07 1.5T 4X2 6DCT B";SOUEAST;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"AION S.A.C. ";"VENTA AION 07.04|"
"VARI OVALO";LVTDB21B3VDA04813;"GRIS OSCURO";2026-05-23;2026-05-16;5;"S07 1.5T 4X2 6DCT B";SOUEAST;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"AION S.A.C. ";"VENTA AION 07.04|"
"VARI OVALO";LVTDB21B5VDA04831;"BLANCO PERLA";2026-05-25;2026-05-16;5;"S07 1.5T 4X2 6DCT B";SOUEAST;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"AUT. DEL CENTRO S.A.C ";"VENTA AUTOCAMIONES 16.04|"
"VARI OVALO";LVTDB21B7VDA04815;"GRIS OSCURO";2026-05-25;2026-05-16;5;"S07 1.5T 4X2 6DCT B";SOUEAST;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"INT. TRUJILLO S.A. ";"VENTA INTER TRUJILLO 04.04|"
"VARI OVALO";LVTDB21B9VDA04816;"GRIS OSCURO";2026-05-25;2026-05-16;5;"S07 1.5T 4X2 6DCT B";SOUEAST;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO CL 44374 07.04|"
"VARI OVALO";LVTDB11B1VDA04805;"GRIS OSCURO";2026-05-25;2026-05-16;5;"S07 1.5T 4X2 6MT B";SOUEAST;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"AUT. DEL CENTRO S.A.C ";"VENTA AUTOCAMIONES 01.04|"
"VARI OVALO";LVTDB11B1VDA04822;"BLANCO PERLA";2026-05-25;2026-05-16;5;"S07 1.5T 4X2 6MT B";SOUEAST;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"HS TALLERES S.R.L. ";"VENTA HS TALLERES 01.04|"
"VARI OVALO";LVTDB11B7VDA04808;"GRIS OSCURO";2026-05-25;2026-05-16;5;"S07 1.5T 4X2 6MT B";SOUEAST;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"AUTOSHOP PERU S.A.C. ";"VENTA AUTOSHOP 01.04|"
"VARI OVALO";LVTDB11BXVDA04785;"AZUL OSCURO";2026-05-25;2026-05-16;5;"S07 1.5T 4X2 6MT B";SOUEAST;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"PANDERO S.A. EAFC ";"VENTA PANDERO 09.04|"
"VARI OVALO";LVTDB21B0VDA04848;"AZUL OSCURO";2026-05-23;2026-05-16;5;"S07 1.6T 4X2 7DCT B";SOUEAST;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"AION S.A.C. ";"VENTA AION 07.04||"
"VARI OVALO";LVTDB21B2VDA04835;"BLANCO PERLA";2026-05-23;2026-05-16;5;"S07 1.6T 4X2 7DCT B";SOUEAST;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"AION S.A.C. ";"VENTA AION 07.04|"
"VARI OVALO";LVTDB21B4VDA04836;"BLANCO PERLA";2026-05-25;2026-05-16;5;"S07 1.6T 4X2 7DCT B";SOUEAST;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"GACSA PERU S.A.C. ";"VENTA GACSA 28.04|"
"VARI OVALO";LVTDB21B5VDA04862;"GRIS OSCURO";2026-05-23;2026-05-16;5;"S07 1.6T 4X2 7DCT B";SOUEAST;"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"AION S.A.C. ";"VENTA AION 07.04||"
"VARI OVALO";3VWCR6BU3TM044188;"NEGRO PERLADO";2026-05-18;2026-05-13;8;"JETTA TRENDLINE 250TSI, 1.4L";"VW Pasajeros";"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - LICITACIONES"
"VARI OVALO";9BWCH6CHXTP035561;"GRIS PLATINO";2026-05-22;2026-05-16;5;"NIVUS COMFORTLINE 170 TSI MEC";"VW Pasajeros";"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWCH6CH5TP028808;"NEGRO NINJA";2026-05-23;2026-05-19;2;"NIVUS HIGHLINE 200 TSI TIP";"VW Pasajeros";"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW Surquillo"
"VARI OVALO";9BWAL5BZ4TT639074;"GRIS PLATINO";2026-05-22;2026-05-16;5;"POLO TRACK 1.6 MEC";"VW Pasajeros";"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";3VVHP6B25TM041064;"GRIS FRANELA";2026-05-22;2026-05-16;5;"TAOS COMFORTLINE 250 TSI, 1.4L, 2WD, TIP";"VW Pasajeros";"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBH6DF3TT389602;"GRIS PLATINO";2026-05-20;2026-05-14;7;"TERA COMFORT 170 TSI 1.0L TIP";"VW Pasajeros";"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBL6DF1TT401597;"GRIS PLATINO";2026-05-21;2026-05-15;6;"TERA TREND 160 MSI 1.6L MEC";"VW Pasajeros";"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"EUROSHOP S.A. ";"VW San Borja- VENTA CON GLP"
"VARI OVALO";3VVDP6RM5TM044147;"AZUL WAIMEA";2026-05-23;2026-05-19;2;"TIGUAN LIFE 250TSI, 1.4L, 2WD";"VW Pasajeros";"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW Surquillo"
"VARI OVALO";3VVDP6RM1TM086850;"GRIS PLATINO";2026-05-22;2026-05-16;5;"TIGUAN LIFE 250TSI, 1.4L, 2WD";"VW Pasajeros";"ZONA DE ESPERA ACONDICIONADO";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";LVTDD24B0VDC07616;"NEGRO MATE";2026-05-20;2026-05-14;7;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"GACSA PERU S.A.C. ";"COLOR MATE|VENTA GACSA 30.03|"
"VARI OVALO";LVTDD24B3VDC07660;VERDE;2026-05-19;2026-05-12;9;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"HS TALLERES S.R.L ";"VENTA HS TALLERES 31.03|COLOR MATE|"
"VARI OVALO";LVUDB11B7RF017612T;NEGRO;2024-05-11;2024-05-04;747;"X70 1.5T MEC 4X2 CONFORT";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"PANDERO S.A. EAFC ";"VENTA PANDERO CON GLP. TR."
"VARI OVALO";LVTDB21B7VH501806;BLANCO;2026-05-18;2026-05-11;10;"X70FL 1,5T 6DCT 4X2 LIMITED";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH GLP ABR 20.03|"
"VARI OVALO";LVTDB11B1VH502704;"GRIS NARDO";2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"AUTOSHOP PERU S.A.C. ";"VENTA AUTOSHOP GLP 27.03|"
"VARI OVALO";LVTDB11B2VH502680;"GRIS NARDO";2026-05-22;2026-05-15;6;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"GACSA PERU S.A.C. ";"VENTA GACSA GLP 27.03|"
"VARI OVALO";LVTDB11B9VH502708;"GRIS NARDO";2026-05-21;2026-05-14;7;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"SUR MOTORS S.A. ";"VENTA SUR MOTORS IV GLP 2 02.04|"
"VARI OVALO";LVTDB11B2VH501366;BLANCO;2026-05-14;2026-05-07;14;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO WH GLP 19.03|"
"VARI OVALO";LVTDB11B5VH501314;BLANCO;2026-05-18;2026-05-11;10;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"Altos Andes S.A.C. ";"VENTA SUR MOTORS GLP 19.03|"
"VARI OVALO";LVTDB11B7VH501332;BLANCO;2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"INTERAMERICANA NORTE S.A.C. ";"VENTA INTERAMERICANA NORTE"
"VARI OVALO";LVTDB11B8VH501887;"GRIS NARDO";2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"AUTOCAMIONES DEL CENTRO S.A.C ";"VENTA AUTOCAMIONES DEL CENTRO"
"VARI OVALO";LVTDB11B8VH501937;"GRIS NARDO";2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"INTERAMERICANA TRUJILLO S.A. ";"VENTA INTERAMERICANA TRUJILLO"
"VARI OVALO";LVTDB11B9VH502059;NEGRO;2026-05-19;2026-05-12;9;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"INTERAMERICANA TRUJILLO S.A. ";"VENTA INTERAMERICANA TRUJILLO"
"VARI OVALO";LVTDB11B1VH503089;NEGRO;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"AUTOSHOP PERU S.A.C. ";"VENTA AUTOSHOP 27.03|"
"VARI OVALO";LVTDB11B2VH503067;NEGRO;2026-05-20;2026-05-14;7;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"GACSA PERU S.A.C. ";"VENTA GACSA 27.03|"
"VARI OVALO";LVTDB11B3VH503224;AZUL;2026-05-19;2026-05-13;8;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"INTER. TRUJILLO S.A. ";"VENTA INTER TRUJILLO V 04.04|"
"VARI OVALO";LVTDB11B3VH501747;NEGRO;2026-05-18;2026-05-12;9;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"AUTOSHOP PERU S.A.C. ";"VENTA AUTOSHOP PERU S.A.C."
"VARI OVALO";LVTDB11B1VDA04786;"AZUL OSCURO";2026-05-25;2026-05-16;5;"S07 1.5T 4X2 6MT B";SOUEAST;"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"INT. TRUJILLO S.A. ";"VENTA INTER TRUJILLO 07.04|"
"VARI OVALO";3VWN86BUXPM012288RE;"NEGRO PERLADO";2024-04-05;2024-04-02;779;"JETTA TRENDLINE 250TSI 1.4L MEC";"VW Pasajeros";"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO PDI"
"VARI OVALO";9BWBH6BF5T4099648;"AZUL NORWAY";2026-05-23;2026-05-19;2;"T-CROSS HIGHLINE 200 TSI TIP";"VW Pasajeros";"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW San Miguel"
"VARI OVALO";9BWBH6DF5TT334813R;"NEGRO NINJA";2026-05-23;2026-05-19;2;"TERA COMFORT 165 TSI 1.0L TIP";"VW Pasajeros";"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW San Miguel"
"VARI OVALO";9BWBL6DF2TT394238;"GRIS PLATINO";2026-05-22;2026-05-16;5;"TERA TREND 160 MSI 1.6L MEC";"VW Pasajeros";"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWBL6DF0TT403082;"BLANCO CRISTAL";2026-05-20;2026-05-14;7;"TERA TREND 160 MSI 1.6L MEC";"VW Pasajeros";"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"AUTOSHOP PERU S.A.C. ";"AUTOSHOP CAJAMARCA"
"VARI OVALO";3VVDP6RM6TM086889;"GRIS ASCOT";2026-05-22;2026-05-16;5;"TIGUAN LIFE PLUS 250TSI, 1.4L, 2WD";"VW Pasajeros";"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";9BWDL6BZ1T4013480;"NEGRO NINJA";2026-05-22;2026-05-16;5;"VIRTUS TRENDLINE 1.6 MEC";"VW Pasajeros";"ZONA DE ESPERA CONTROL DE CALIDAD";PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";WAUZZZGY6TA095270;"Gris Manhattan";2026-05-26;2026-05-20;1;"A3 Sedan Attraction Plus 35 TFSI";AUDI;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"EURO MOTORS S.A. ";"EXHIBICION -AUDI DERBY"
"VARI OVALO";WAUZZZGY8TA092113;"Azul Navarra";2026-05-25;2026-05-20;1;"A3 Sportback Attraction Plus 35 TFSI";AUDI;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"EURO MOTORS S.A. ";"EXHIBICION -AUDI DERBY"
"VARI OVALO";VSSZZZKM2TR020153;"GRIS MAGNETICH";2026-05-23;2026-05-19;2;"FORMENTOR 2.0 TSI CA7 LIMITED";CUPRA;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"EUROSHOP S.A. ";"VENTA ESSA CUPRA"
"VARI OVALO";LVTDD24B4VDC07621;BLANCO;2026-05-22;2026-05-19;2;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO"
"VARI OVALO";LVTDB11B5VH502916;BLANCO;2026-05-26;2026-05-16;5;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B6VH503198;AZUL;2026-05-26;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B7VH503047;NEGRO;2026-05-26;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B7VH503081;NEGRO;2026-05-26;2026-05-16;5;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B7VH503095;NEGRO;2026-05-26;2026-05-16;5;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B8VH503106;NEGRO;2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B9VH503146;AZUL;2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH GLP MAYO 28.03|"
"VARI OVALO";LVTDB11B9VH503177;AZUL;2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH GLP MAYO 28.03|"
"VARI OVALO";LVTDB11BXVH503074;NEGRO;2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"AUTOTAXI SATELITAL S.A.C. ";"VENTA SATELITAL GLP 27.03|"
"VARI OVALO";LVTDB11BXVH503107;NEGRO;2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"AUTOTAXI SATELITAL S.A.C. ";"VENTA SATELITAL GLP 27.03|"
"VARI OVALO";LVTDB11B1VH502606;BLANCO;2026-05-28;2026-05-19;2;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"AUTOS DEL SUR S.A.C. ";"VENTA AUTOS DEL SUR V 04.04|"
"VARI OVALO";LVTDB11B1VH502878;BLANCO;2026-05-27;2026-05-19;2;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"SUR MOTORS S.A. ";"VENTA SUR MOTORS 23.04|"
"VARI OVALO";LVTDB11B2VH503201;AZUL;2026-05-27;2026-05-19;2;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"HS TALLERES S.R.L. ";"VENTA HS TALLERES 01.04|"
"VARI OVALO";LVTDB11B3VH502722;"GRIS NARDO";2026-05-28;2026-05-19;2;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"INTER. NORTE S.A.C. ";"INTER NORTE VI|"
"VARI OVALO";LVTDB11B4VH502597;BLANCO;2026-05-27;2026-05-19;2;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"INTER. TRUJILLO S.A. ";"VENTA INTER TRUJILLO V 04.04|"
"VARI OVALO";LVTDB11B4VH503104;NEGRO;2026-05-27;2026-05-19;2;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"INTER. TRUJILLO S.A. ";"VENTA INTER TRUJILLO 06.04||"
"VARI OVALO";LVTDB11B5VH502625;BLANCO;2026-05-26;2026-05-16;5;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO 27.03|"
"VARI OVALO";LVTDB11B5VH503192;AZUL;2026-05-26;2026-05-16;5;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO 27.03|"
"VARI OVALO";LVTDB11B6VH503041;NEGRO;2026-05-26;2026-05-16;5;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO 27.03|"
"VARI OVALO";LVTDB11B7VH502741;"GRIS NARDO";2026-05-26;2026-05-16;5;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH MAYO 28.03|"
"VARI OVALO";LVTDB11B7VH502867;BLANCO;2026-05-26;2026-05-16;5;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH MAYO 28.03|"
"VARI OVALO";LVTDB11B7VH503226;AZUL;2026-05-26;2026-05-16;5;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH MAYO 28.03|"
"VARI OVALO";LVTDB11B8VH502733;"GRIS NARDO";2026-05-26;2026-05-16;5;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH MAYO 28.03|"
"VARI OVALO";LVTDB11B8VH503137;AZUL;2026-05-26;2026-05-16;5;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH MAYO 28.03|"
"VARI OVALO";LVTDB11B8VH503140;AZUL;2026-05-26;2026-05-16;5;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH MAYO 28.03|"
"VARI OVALO";LVTDB11B8VH503168;AZUL;2026-05-26;2026-05-16;5;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH MAYO 28.03|"
"VARI OVALO";LVTDB11B8VH503199;AZUL;2026-05-26;2026-05-16;5;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH MAYO 28.03|"
"VARI OVALO";LVTDB11B8VH503221;AZUL;2026-05-26;2026-05-16;5;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH MAYO 28.03|"
"VARI OVALO";LVTDB11B9VH502756;"GRIS NARDO";2026-05-27;2026-05-19;2;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"SUR MOTORS S.A. ";"VENTA SUR MOTORS IV G2 02.04|"
"VARI OVALO";LVTDB11BXVH502717;"GRIS NARDO";2026-05-26;2026-05-19;2;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"AUTOTAXI SATELITAL S.A.C. ";"VENTA SATELITAL 27.03|"
"VARI OVALO";LVTDB11BXVH502877;BLANCO;2026-05-27;2026-05-19;2;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"AUTOTAXI SATELITAL S.A.C. ";"VENTA SATELITAL 27.03|"
"VARI OVALO";LVTDB21B0VDA04817;"GRIS OSCURO";2026-05-25;2026-05-16;5;"S07 1.5T 4X2 6DCT B";SOUEAST;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"GACSA PERU S.A.C. ";"VENTA GACSA 01.04|"
"VARI OVALO";LVTDB21B1VDA04762;BLANCO;2026-05-23;2026-05-16;5;"S07 1.5T 4X2 6DCT B";SOUEAST;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"AION S.A.C. ";"VENTA AION 07.04||"
"VARI OVALO";LVTDB21B2VDA04799;"AZUL OSCURO";2026-05-25;2026-05-16;5;"S07 1.5T 4X2 6DCT B";SOUEAST;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"AUT. DEL CENTRO S.A.C ";"VENTA AUTOCAMIONES 07.04|"
"VARI OVALO";LVTDB21B2VDA04804;"AZUL OSCURO";2026-05-25;2026-05-16;5;"S07 1.5T 4X2 6DCT B";SOUEAST;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"AUT. DEL CENTRO S.A.C ";"VENTA AUTOCAMIONES 08.04|"
"VARI OVALO";LVTDB21B3VDA04780;NEGRO;2026-05-23;2026-05-16;5;"S07 1.5T 4X2 6DCT B";SOUEAST;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"AION S.A.C. ";"VENTA AION 07.04|"
"VARI OVALO";LVTDB21B4VDA04819;"GRIS OSCURO";2026-05-25;2026-05-16;5;"S07 1.5T 4X2 6DCT B";SOUEAST;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"INT. TRUJILLO S.A. ";"VENTA INTER TRUJILLO 04.04|"
"VARI OVALO";LVTDB21B5VDA04764;BLANCO;2026-05-25;2026-05-16;5;"S07 1.5T 4X2 6DCT B";SOUEAST;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"INT. TRUJILLO S.A. ";"VENTA INTER TRUJILLO 04.04|"
"VARI OVALO";LVTDB21B5VDA04795;"AZUL OSCURO";2026-05-26;2026-05-16;5;"S07 1.5T 4X2 6DCT B";SOUEAST;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"SUR MOTORS S.A. ";"VENTA SUR MOTORS 16.04|"
"VARI OVALO";LVTDB21B5VDA04800;"AZUL OSCURO";2026-05-25;2026-05-16;5;"S07 1.5T 4X2 6DCT B";SOUEAST;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"INT. TRUJILLO S.A. ";"VENTA INTER TRUJILLO 04.04|"
"VARI OVALO";LVTDB21B5VDA04814;"GRIS OSCURO";2026-05-25;2026-05-16;5;"S07 1.5T 4X2 6DCT B";SOUEAST;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"INT. TRUJILLO S.A. ";"VENTA INTER TRUJILLO 04.04|"
"VARI OVALO";LVTDB21B5VDA04828;"BLANCO PERLA";2026-05-25;2026-05-16;5;"S07 1.5T 4X2 6DCT B";SOUEAST;"ZONA DE ESPERA DE BOCAMAZA";PENDIENTE;"INT. TRUJILLO S.A. ";"VENTA INTER TRUJILLO 04.04|"
