TALLER;VIN;COLOR;"FECHA PLANIFICADA";"FECHA DE INGRESO A FLUJO";"DÍAS TRANSCURRIDOS AL 20-05-2026";MODELO;MARCA;PROCESO;ESTADO;CONCESIONARIO;OBSERVACIONES
"VARI OVALO";9BWCH6CH3TP026409R;"GRIS PIEDRA - NEGRO";2026-05-23;2026-05-19;2;"NIVUS HIGHLINE 200 TSI TIP";"VW Pasajeros";BOCAMAZA;"EN PROCESO";"EUROSHOP S.A. ";"EUROSHOP S.A. - VW San Borja"
"VARI OVALO";3VV9P6B25TM066583;"NEGRO PERLADO";2026-05-23;2026-05-19;2;"TAOS HIGHLINE 250 TSI, 1.4L, 2WD, TIP";"VW Pasajeros";BOCAMAZA;"EN PROCESO";"EUROSHOP S.A. ";"EUROSHOP S.A. - VW Surquillo"
"VARI OVALO";WAUZZZGU1S2106634;"Plata Florett";2026-01-20;2026-01-15;126;"Q5 Sportback TFSI 146 kW S tronic";AUDI;DESPACHO;PENDIENTE;"EUROSHOP S.A. ";"EXHIVBICION AUDI AREQUIPA"
"VARI OVALO";WAUZZZ4M1TD000193P;"Blanco Glaciar";2025-10-25;2025-10-22;211;"Q7 Ambition 55 TFSI quattro Tiptronic";AUDI;DESPACHO;PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO PDI PUERTO"
"VARI OVALO";VSSZZZKP4T1014881;"MORADO VACÍO";2026-03-13;2026-03-10;72;"TERRAMAR LIMITED 1.4 TSI DSG CA7";CUPRA;DESPACHO;PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";HJRPBGGB0VB031412;"GRIS OSCURO";2026-04-10;2026-04-06;45;"DASHING 1.6T 4X2 7DCT B ACP";JETOUR;DESPACHO;PENDIENTE;"AION S.A.C. ";"VENTA AION 25.03|"
"VARI OVALO";HJRPBGGB7VB031424;ROJO;2026-04-10;2026-04-06;45;"DASHING 1.6T 4X2 7DCT B ACP";JETOUR;DESPACHO;PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO WH 02/03/2026|"
"VARI OVALO";LVTDB21B6TDB38065;BLANCO;2026-01-14;2026-01-08;133;"T1 1.5T 4X2 7DCT B/O";JETOUR;DESPACHO;PENDIENTE;"Altos Andes S.A. ";"VENTA REVO"
"VARI OVALO";LVTDD24B0TDA96353R;NEGRO;2026-01-31;2026-01-29;112;"T1 2.0T AWD 8AT B/O";JETOUR;DESPACHO;PENDIENTE;"REVO MOTORS S.A. ";"ADELANTO PDI ZI - VENTA REVO"
"VARI OVALO";LVTDB11B9TDB27765;NEGRO;2025-12-26;2025-12-17;155;"X50 1.5L 4X2 5MT CONFORT";JETOUR;DESPACHO;PENDIENTE;"INTERAMERICANA NORTE S.A.C. ";"ADELANTO PDI"
"VARI OVALO";LVTDB11B1TDB38520T;BLANCO;2026-01-27;2026-01-21;120;"X50 1.5L 4X2 5MT CONFORT";JETOUR;DESPACHO;PENDIENTE;"AUTOSHOP PERU S.A.C. ";"VENTA AUTOSHOP"
"VARI OVALO";LVTDB11B1TDB38534T;BLANCO;2026-01-27;2026-01-21;120;"X50 1.5L 4X2 5MT CONFORT";JETOUR;DESPACHO;PENDIENTE;"AUTOSHOP PERU S.A.C. ";"VENTA AUTOSHOP"
"VARI OVALO";LVTDB11BXVDC02721;"BLANCO NEGRO";2026-04-24;2026-04-17;34;"X50 1.5L 4X2 5MT CONFORT";JETOUR;DESPACHO;PENDIENTE;"REVO MOTORS S.A. ";"Destino : ASIATICOS SURQUILLO"
"VARI OVALO";LVTDB21B4VDC01313;NEGRO;2026-02-23;2026-02-16;94;"X50 1.5T 4X2 6DCT LIMITED";JETOUR;DESPACHO;PENDIENTE;"Altos Andes S.A.C. ";"VENTA AION 09/02/2026|"
"VARI OVALO";HJRPBGFA3TF003361;AZUL;2025-10-24;2025-10-14;219;"X70 1,5T MEC 4X2 CONFORT";JETOUR;DESPACHO;PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO OCT GLP 15/09/2025|"
"VARI OVALO";HJRPBGFA5SF021035;NEGRO;2025-05-12;2025-05-06;380;"X70 1.5T MEC 4X2 CONFORT";JETOUR;DESPACHO;PENDIENTE;"PANDERO S.A. EAFC ";"PANDERO S.A. EAFC"
"VARI OVALO";LVTDB21B9TH014815;NEGRO;2026-01-06;2025-12-26;146;"X70FL 1,5T 6DCT 4X2 LIMITED";JETOUR;DESPACHO;PENDIENTE;"AUTOTAXI SATELITAL S.A.C. ";"ADELANTO PDI GLP"
"VARI OVALO";LVTDB21B9TH014832;AZUL;2025-12-31;2025-12-22;150;"X70FL 1,5T 6DCT 4X2 LIMITED";JETOUR;DESPACHO;PENDIENTE;"AION S.A.C. ";"Destino : ASIATICOS SURQUILLO"
"VARI OVALO";LVTDB11B7TH013432;NEGRO;2025-12-06;2025-11-26;176;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;DESPACHO;PENDIENTE;"Altos Andes S.A.C. ";"VENTA REVO GLP OF 38113 05/11/2025|"
"VARI OVALO";LVTDB11B7VH500813;"GRIS NARDO";2026-04-14;2026-04-07;44;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;DESPACHO;PENDIENTE;"AION S.A.C. ";"VENTA AION WH GLP 12/02/2026|"
"VARI OVALO";LVTDB11B3VH501067;NEGRO;2026-04-21;2026-04-14;37;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;DESPACHO;PENDIENTE;"Altos Andes S.A.C. ";"VENTA AION GLP 16/02/2026|"
"VARI OVALO";LVTDB11B8VH501260;BLANCO;2026-04-20;2026-04-11;40;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;DESPACHO;PENDIENTE;"Altos Andes S.A.C. ";"VENTA CARPIO GLP 17.02|"
"VARI OVALO";LVTDB21B9VH500754;NEGRO;2026-04-24;2026-04-17;34;"X70FL 1.5T 6DCT 4X2 LIMITED";JETOUR;DESPACHO;PENDIENTE;"REVO MOTORS S.A. ";"Destino : ASIATICOS SURQUILLO"
"VARI OVALO";LVTDB11B6TH013163;BLANCO;2025-12-02;2025-11-24;178;"X70FL 1.5T 6MT 4X2 FULL";JETOUR;DESPACHO;PENDIENTE;"Altos Andes S.A.C. ";"VENTA SUR MOTORS GASOLINA 31.10|"
"VARI OVALO";LS4ASL2E8TE158846P;"BLANCO BEIGE";2025-11-15;2025-11-14;188;"NEW V7 1.6 MEC PLUS";KYC;DESPACHO;PENDIENTE;"Altos Andes S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LS4ASL2EXTE158847P;"BLANCO BEIGE";2025-11-15;2025-11-14;188;"NEW V7 1.6 MEC PLUS";KYC;DESPACHO;PENDIENTE;"Altos Andes S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LS4ASL2E1TE158879P;"AZUL OSCURO";2025-11-15;2025-11-14;188;"NEW V7 1.6 MEC PLUS";KYC;DESPACHO;PENDIENTE;"Altos Andes S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LS4ASL2E1TE495147;GRIS;2025-12-04;2025-11-29;173;"NEW V7 1.6 MEC PLUS";KYC;DESPACHO;PENDIENTE;"Altos Andes S.A.C. ";"EXHIBICION IWAGEN"
"VARI OVALO";LSCABN3E8TE144315P;BLANCO;2025-11-07;2025-11-05;197;"NEW X5 1.5 MEC CARGO BOX";KYC;DESPACHO;PENDIENTE;"Altos Andes S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LSCABN3E9TE144288P;BLANCO;2025-11-07;2025-11-05;197;"NEW X5 1.5 MEC CARGO BOX";KYC;DESPACHO;PENDIENTE;"Altos Andes S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LSCABN3E9TE144291P;BLANCO;2025-11-07;2025-11-05;197;"NEW X5 1.5 MEC CARGO BOX";KYC;DESPACHO;PENDIENTE;"Altos Andes S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";LSCABN3E9TE144307P;BLANCO;2025-11-07;2025-11-05;197;"NEW X5 1.5 MEC CARGO BOX";KYC;DESPACHO;PENDIENTE;"Altos Andes S.A.C. ";"ADELANTO PDI PUERTO"
"VARI OVALO";"FANTASMA PRUEBA 13000";"COLOR TEST";2025-01-12;2026-01-27;114;"MODELO PRUEBA SAN BARTOLOMÉ";"MARCA PRUEBA";DESPACHO;PENDIENTE;"Prueba S.A.C ";PRUEBA
"VARI OVALO";VSSZZZ5F2T6500028;"BLANCO NEVADA";2025-10-28;2025-10-24;209;"ATECA STYLE 1.4 TSI CA8";SEAT;DESPACHO;PENDIENTE;"EURO MOTORS S.A. ";"EXHIBICION - SEAT SURQUILLO"
"VARI OVALO";LVTDB21B2TD914687;NEGRO;2026-02-09;2026-02-02;108;"S07 1.5T 4X2 6DCT B";SOUEAST;DESPACHO;PENDIENTE;"GACSA PERU S.A.C. ";"VENTA GACSA"
"VARI OVALO";LVTDB21B2VDA03720;BLANCO;2026-03-31;2026-03-25;57;"S07 1.5T 4X2 6DCT B";SOUEAST;DESPACHO;PENDIENTE;"GACSA PERU S.A.C. ";"GACSA PERU S.A.C."
"VARI OVALO";KPAXA1EESRP214725;"BEIGE ARENA";2024-05-22;2024-05-16;735;"NEW MUSSO AUT 2.2D 4X4";SSANGYONG;DESPACHO;PENDIENTE;"Altos Andes S.A.C. ";"ADELANTO PDI"
"VARI OVALO";9BWCH6CH3TP007570T;"ROJO SUNSET";2026-02-21;2026-02-18;92;"NIVUS COMFORTLINE 170 TSI MEC";"VW Pasajeros";DESPACHO;PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO PDI TR."
"VARI OVALO";9BWJL45U4TP040677;"BLANCO CRISTAL";2026-04-18;2026-04-15;36;"SAVEIRO EXTREME CD 1.6 MEC";"VW Pasajeros";DESPACHO;PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW Surquillo"
"VARI OVALO";9BWBH6BF6S4012192;"PLATA LUNA";2025-02-25;2025-02-21;454;"T-CROSS COMFORTLINE 170 TSI MEC";"VW Pasajeros";DESPACHO;PENDIENTE;"EURO MOTORS S.A. ";"adelanto PDI"
"VARI OVALO";9BWBH6BF6S4021961;"NEGRO NINJA";2025-04-23;2025-04-19;397;"T-CROSS COMFORTLINE 170 TSI MEC";"VW Pasajeros";DESPACHO;PENDIENTE;"EURO MOTORS S.A. ";"adelanto pdi"
"VARI OVALO";9BWBH6BF2T4012224P;"PLATA LUNA";2025-08-15;2025-08-14;280;"T-CROSS COMFORTLINE 170 TSI MEC";"VW Pasajeros";DESPACHO;PENDIENTE;"EURO MOTOS S.A. ";"ADELANTO PDI PUERTO"
"VARI OVALO";9BWBH6BF7T4090286;"BLANCO PURO";2026-03-31;2026-03-26;56;"T-CROSS COMFORTLINE 200 TSI TIP";"VW Pasajeros";DESPACHO;PENDIENTE;"SUR MOTORS S A ";"SUR MOTORS S A - SUR MOTORS AREQUIPA"
"VARI OVALO";9BWBH6BF9T4090564;"NEGRO NINJA";2026-04-15;2026-04-11;40;"T-CROSS COMFORTLINE 200 TSI TIP";"VW Pasajeros";DESPACHO;PENDIENTE;"EURO MOTORS S.A. ";"ADELANTO DE PDI"
"VARI OVALO";3VVHP6B24TM016253;"GRIS PLATINO";2025-12-11;2025-12-03;169;"TAOS COMFORTLINE 250 TSI, 1.4L, 2WD, TIP";"VW Pasajeros";DESPACHO;PENDIENTE;"EURO MOTORS S.A. ";"EXH ESSA SURQUILLO"
"VARI OVALO";9BWBH6DF6TT331841R;"NEGRO NINJA";2026-01-13;2026-01-09;132;"TERA HIGH 165 TSI 1.0L TIP";"VW Pasajeros";DESPACHO;PENDIENTE;"EUROSHOP S.A. ";"ADELANTO PDI ZI - VENTA SAN BORJA"
"VARI OVALO";9BWBL6DF3TT347364;"GRIS PLATINO";2025-12-08;2025-12-02;170;"TERA TREND 160 MSI 1.6L MEC";"VW Pasajeros";DESPACHO;PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW San Miguel- VENTA CON GLP"
"VARI OVALO";3VVLP6RM9TM011518;"GRIS PLATINO";2025-12-24;2025-12-24;148;"TIGUAN LIFE 250TSI, 1.4L, 2WD";"VW Pasajeros";DESPACHO;PENDIENTE;"EUROSHOP S.A. ";"EUROSHOP S.A. - VW La Molina- ENVIAR SIN PDI"
"VARI OVALO";3VVDP6RM7TM044005T;"VERDE AVOCADO";2026-02-24;2026-02-20;90;"TIGUAN LIFE 250TSI, 1.4L, 2WD";"VW Pasajeros";DESPACHO;PENDIENTE;"PERUMOTOR H.G. S.A.C. ";"PERUMOTOR H.G. S.A.C. TR."
"VARI OVALO";3VVDP6RM5TM036792R;"NEGRO PERLADO";2026-04-25;2026-04-25;26;"TIGUAN LIFE 250TSI, 1.4L, 2WD";"VW Pasajeros";DESPACHO;PENDIENTE;"EUROSHOP S.A. ";"ADELANTO PDI ZI - EUROSHOP S.A. - VW Surquillo- ENTREGAR SIN PDI"
"VARI OVALO";HJRPBGFA8SF020820P;NEGRO;2025-06-27;2025-06-24;331;"X70 1.5T MEC 4X2 DLX";JETOUR;EQUIPAMIENTO;"EN PROCESO";"ALTOS ANDES S.A.C. ";"UNIDAD PASA LAVADO Y RECEPCIÓN"
"VARI OVALO";LVTDB11B0VH503083;NEGRO;2026-05-28;2026-05-20;1;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"AION S.A.C. ";"VENTA AION GLP 27.03|"
"VARI OVALO";LVTDB11B1VH503139;AZUL;2026-05-28;2026-05-20;1;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"SUR MOTORS S.A. ";"VENTA SUR MOTORS GLP 22.04|"
"VARI OVALO";LVTDB11B1VH503223;AZUL;2026-05-28;2026-05-20;1;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"GACSA PERU S.A.C. ";"VENTA GACSA GLP 27.03|"
"VARI OVALO";LVTDB11B2VH503084;NEGRO;2026-05-22;2026-05-15;6;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"GACSA PERU S.A.C. ";"VENTA GACSA GLP 27.03|"
"VARI OVALO";LVTDB11B2VH503148;AZUL;2026-05-28;2026-05-20;1;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"GACSA PERU S.A.C. ";"VENTA GACSA GLP 27.03|"
"VARI OVALO";LVTDB11B3VH503160;AZUL;2026-05-28;2026-05-20;1;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"IAAUTOS S.A.C. ";"VENTA IA GLP 27.03|"
"VARI OVALO";LVTDB11B3VH503188;AZUL;2026-05-28;2026-05-20;1;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"INTER. NORTE S.A.C. ";"VENTA INTER NORTE V GLP 04.04|"
"VARI OVALO";LVTDB11B4VH503152;AZUL;2026-05-28;2026-05-20;1;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"INTER. TRUJILLO S.A. ";"VENTA INTER TRUJILLO V GLP 04.04|"
"VARI OVALO";LVTDB11B5VH502737;"GRIS NARDO";2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03||"
"VARI OVALO";LVTDB11B5VH502768;"GRIS NARDO";2026-05-22;2026-05-15;6;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B5VH502883;BLANCO;2026-05-22;2026-05-15;6;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B6VH502701;"GRIS NARDO";2026-05-26;2026-05-16;5;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B6VH502732;"GRIS NARDO";2026-05-26;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B6VH503203;AZUL;2026-05-26;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B6VH503217;AZUL;2026-05-26;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B6VH503220;AZUL;2026-05-26;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B7VH502674;"GRIS NARDO";2026-05-26;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B7VH502707;"GRIS NARDO";2026-05-26;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B7VH502903;BLANCO;2026-05-28;2026-05-20;1;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP MAYO 28.03|"
"VARI OVALO";LVTDB11B7VH503100;NEGRO;2026-05-26;2026-05-16;5;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B7VH503128;NEGRO;2026-05-26;2026-05-16;5;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B7VH503131;NEGRO;2026-05-26;2026-05-16;5;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B7VH503162;AZUL;2026-05-28;2026-05-20;1;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B7VH503176;AZUL;2026-05-28;2026-05-20;1;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B8VH502604;BLANCO;2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP MAYO 28.03|"
"VARI OVALO";LVTDB11B8VH502747;"GRIS NARDO";2026-05-28;2026-05-20;1;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP MAYO 28.03|"
"VARI OVALO";LVTDB11B8VH502750;"GRIS NARDO";2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP MAYO 28.03|"
"VARI OVALO";LVTDB11B8VH503039;NEGRO;2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B9VH502675;"GRIS NARDO";2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP MAYO 28.03|"
"VARI OVALO";LVTDB11B9VH503065;NEGRO;2026-05-28;2026-05-20;1;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";LVTDB11B9VH503163;AZUL;2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP MAYO 28.03|"
"VARI OVALO";LVTDB11BXVH502586;BLANCO;2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"AUTOTAXI SATELITAL S.A.C. ";"VENTA SATELITAL GLP 27.03|"
"VARI OVALO";LVTDB11BXVH502751;"GRIS NARDO";2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"AUTOTAXI SATELITAL S.A.C. ";"VENTA SATELITAL GLP 27.03|"
"VARI OVALO";LVTDB11BXVH503060;NEGRO;2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"AUTOTAXI SATELITAL S.A.C. ";"VENTA SATELITAL GLP 27.03|"
"VARI OVALO";LVTDB11BXVH503091;NEGRO;2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"AUTOTAXI SATELITAL S.A.C. ";"VENTA SATELITAL GLP 27.03|"
"VARI OVALO";LVTDB11BXVH503172;AZUL;2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"AUTOTAXI SATELITAL S.A.C. ";"VENTA SATELITAL GLP 27.03|"
"VARI OVALO";LVTDB11BXVH503186;AZUL;2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"AUTOTAXI SATELITAL S.A.C. ";"VENTA SATELITAL GLP 27.03|"
"VARI OVALO";LVTDB11BXVH503219;AZUL;2026-05-27;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;GLP;"EN PROCESO";"AUTOTAXI SATELITAL S.A.C. ";"VENTA SATELITAL GLP 27.03|"
"VARI OVALO";LVTDB21BXTDB49022;AZUL;2026-02-13;2026-02-09;101;"T1 1.5T 4X2 7DCT B/O";JETOUR;LAVADO;"EN PROCESO";"Altos Andes S.A.C. ";"VENTA INTER TRUJILLO"
"VARI OVALO";LVTDD24B7VDC05149;"NEGRO MATE";2026-05-29;2026-05-20;1;"TRAVELLER T2 2.0T AWD 7DCT LIMITED B/R";JETOUR;LAVADO;"EN PROCESO";"AION S.A.C. ";"VENTA AION 14.04|"
"VARI OVALO";LVTDB11B4VH503071;NEGRO;2026-05-21;2026-05-14;7;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LAVADO;"EN PROCESO";"INTER. TRUJILLO S.A. ";"VENTA INTER TRUJILLO GLP 06.04||"
"VARI OVALO";LVTDB11B6VH503184;AZUL;2026-05-26;2026-05-19;2;"X70FL 1,5T 6MT 4X2 FULL";JETOUR;LAVADO;"EN PROCESO";"REVO MOTORS S.A. ";"VENTA REVO WH GLP 27.03|"
"VARI OVALO";WAUZZZF38R1008404R;"Rojo Progresivo";2024-05-06;2024-04-30;751;"Q3 Sportback S line 40 TFSI quattro S tronic";AUDI;"LISTOS - REVISADO";PENDIENTE;"PERUMOTOR H.G. S.A.C. ";"VENTA PERUMOTORS"
"VARI OVALO";WAUZZZFY8S2061521P;"Plata Florett";2025-05-06;2025-05-03;383;"Q5 Attraction 45 TFSI quattro S tronic";AUDI;"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"SOLO PASA LAVADO Y RECEPCION"
"VARI OVALO";WAUZZZGU2T2019570;"Negro Mythos";2026-05-20;2026-05-19;2;"Q5 Signature TFSI quattro 200 kW S tronic";AUDI;"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"EXHIBICION -Enviar a Ronex el 21/0"
"VARI OVALO";WAUZZZ4M8RD014925T;"Plata Satélite";2025-01-17;2025-01-14;492;"Q7 Ambition 55 TFSI quattro Tiptronic";AUDI;"LISTOS - REVISADO";PENDIENTE;"EURO MOTORS S.A. ";"DEJAR EN VARI. TR."
"VARI OVALO";LMXA14AG5SZ351807;PLATA;2024-12-14;2024-12-10;527;"K60 DELUXE 1.5 5MT";Dongfeng;"LISTOS - REVISADO";PENDIENTE;"DONGFENG ";DONGFENG
"VARI OVALO";LJNTGUC39SN416084;PLATA;2024-12-13;2024-12-10;527;"RICH 6 4X4 MT (MECANICA)";Dongfeng;"LISTOS - REVISADO";PENDIENTE;;DONGFENG
"VARI OVALO";LGG8E2D17SZ350147;BLANCO;2024-12-12;2024-12-07;530;"SX6 1.6L MT LUXURY 223";Dongfeng;"LISTOS - REVISADO";PENDIENTE;;DONGFENG
"VARI OVALO";LGG8E2D19SZ350148;BLANCO;2024-12-12;2024-12-07;530;"SX6 223 CUERO";Dongfeng;"LISTOS - REVISADO";PENDIENTE;;DONGFENG
"VARI OVALO";HJRPBGFA1RB164176T;"GRIS NARDO";2024-05-08;2024-05-03;748;"DASHING 1.5T 4X2 6MT B/R";JETOUR;"LISTOS - REVISADO";PENDIENTE;;"VENTA REVO MOTORS S.A. - RM Mall Plaza Norte. TR."
"VARI OVALO";LVTDB21B2VDC05554;PLATA;2026-05-18;2026-05-12;9;"T1 1.5T 4X2 7DCT B/O";JETOUR;LISTOS;PENDIENTE;"AUTOC. DEL CENTRO S.A.C ";"VENTA AUTOCAMIONES 07.04|"
"VARI OVALO";LVTDB21B9VDC08080;PLATA;2026-05-20;2026-05-14;7;"T1 1.5T 4X2 7DCT B/O";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AION S.A.C. ";"VENTA AION 13.04|"
"VARI OVALO";LVTDB21B1VDC05545;BLANCO;2026-05-20;2026-05-14;7;"T1 1.5T 4X2 7DCT B/W";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"REVO WHOLESALE MAYO|"
"VARI OVALO";LVTDB21B1VDC05562;VERDE;2026-05-20;2026-05-14;7;"T1 1.5T 4X2 7DCT B/W";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"REVO WHOLESALE MAYO|COLOR MATE|"
"VARI OVALO";LVTDB21BXVDC05561;VERDE;2026-05-20;2026-05-14;7;"T1 1.5T 4X2 7DCT B/W";JETOUR;"LISTOS - REVISADO";PENDIENTE;"Altos Andes S.A.C. ";"REVO WHOLESALE MAYO|COLOR MATE|"
"VARI OVALO";LVTDD24B1VDC05602;"NEGRO MATE";2026-05-20;2026-05-14;7;"T1 2.0T AWD 8AT B/O";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AION S.A.C. ";"VENTA AION 11,04|"
"VARI OVALO";LVTDD24B4VDC05612;DORADO;2026-05-21;2026-05-15;6;"T1 2.0T AWD 8AT B/O";JETOUR;"LISTOS - REVISADO";PENDIENTE;"REVO MOTORS S.A. ";"VENTA REVO CL 45295 13.04|"
"VARI OVALO";LVTDD24B8VDC05614;DORADO;2026-05-20;2026-05-14;7;"T1 2.0T AWD 8AT B/O";JETOUR;"LISTOS - REVISADO";PENDIENTE;"AION S.A.C. ";"VENTA AION 18.04|"
